Kol1,Kol2,Kol3,Kol4,Odlicz
-0.26479612028973276,-0.12453679092111854,-0.12809717546013277,-0.12597291241584696,1
-0.26962433083581194,-0.039261467322028933,-0.037971201916608854,-0.057628114875704309,1
-0.27678623881082487,-0.049572370866211989,-0.057908607355143457,-0.052165991326092641,1
-0.28765438741416033,-0.13203341992159548,-0.13441199614723945,-0.13049071128468018,1
-0.26696713208059175,-0.11276358658412605,-0.11375092011175185,-0.12223114274012875,1
-0.27224413059377356,-0.049583590565389558,-0.052683967438123598,-0.046619720032649234,1
-0.27537442666431444,-0.051595656617899707,-0.049663998409495445,-0.055344906093069648,1
-0.27681054815904288,-0.12373084253019673,-0.12663861456704922,-0.12026956533391764,1
-0.26722331521181286,-0.12373084253019673,-0.12252285491874546,-0.12065851490540659,1
-0.26513458121492267,-0.034180813544454507,-0.044731070671092305,-0.03351698134311519,1
-0.27317910552523739,-0.047375179777272007,-0.050658811736572953,-0.06430383588635602,1
-0.27609248741167869,-0.091341440954426908,-0.101573806604367,-0.1064637254959228,1
-0.26798999465561318,-0.082524627350723037,-0.086163549783980234,-0.073973346627554892,1
-0.26871179530270323,0.0014828702413016261,-0.00010658714218687603,-0.0080220849119596177,1
-0.28536182888221107,0.013598275403209868,0.008347456188109028,0.00796411646620886,1
-0.28836870826179872,-0.06001043100107413,-0.064318795485259442,-0.078595862688712048,1
-0.29054532990224646,-0.076791361070986858,-0.079499048472506093,-0.072726090068982147,1
-0.27844862423896755,-0.033230879014087264,-0.028570963955671561,-0.032165007592218499,1
-0.26387984485689819,-0.046470124043615023,-0.052599819694291859,-0.058202189483623094,1
-0.28499905860880309,-0.11449890005692291,-0.11624543322889734,-0.13018403950716004,1
-0.27783902058365312,-0.14688269178310395,-0.14827767438084799,-0.14088015272310619,1
-0.27119134882094531,-0.07124882967726931,-0.066510376724610645,-0.067673485539351638,1
-0.27346894775399122,-0.059645790777803243,-0.064301965936493094,-0.075665651253504412,1
-0.28599387193588061,-0.13190439338105348,-0.13380052254206212,-0.12392905721566705,1
-0.27599898991853228,-0.11783302066252291,-0.12465085786275712,-0.13756473161613547,1
-0.28010165991779556,-0.070880449554272557,-0.077301857383566111,-0.088682372249343791,1
-0.28431652690883447,-0.054322043518048223,-0.056573463153013114,-0.053918134347655848,1
-0.28806390643414148,-0.11594437130096599,-0.12627023444405247,-0.13386223088753874,1
-0.28144241396951469,-0.13861564343910082,-0.13254952608376352,-0.13151170390983868,1
-0.27534824736623348,-0.067342504413613447,-0.076123788969921682,-0.066439318629819388,1
-0.28119745053747119,-0.067615517093600877,-0.06705640208458552,-0.076825020168519553,1
-0.28540483772905839,-0.12236016928067076,-0.12674894160896194,-0.12210772604917552,1
-0.27630005184646367,-0.14429842107253793,-0.14882182979095993,-0.15342564635348779,1
-0.27066215300973678,-0.083583018973140077,-0.082257224520324385,-0.087739917518428245,1
-0.28286918571492847,-0.054937257022951422,-0.061775663671677833,-0.073066420944034982,1
-0.28948132843024066,-0.1295183373559578,-0.13257196548211864,-0.12201048865630329,1
-0.27569044819114924,-0.14619455023354658,-0.14833190292687287,-0.16105504179423261,1
-0.27794934762556583,-0.085838178507830834,-0.083308136343289721,-0.10764366385943015,1
-0.28355545731462295,-0.066052239008193361,-0.073403011919361966,-0.06335390135598877,1
-0.28633046291120756,-0.11732626424966952,-0.12124380921250295,-0.13391084958397484,1
-0.27632062129495588,-0.16175627299283046,-0.16736051273202465,-0.1594244455137597,1
-0.2726237304159479,-0.088313992126347038,-0.089168559213704979,-0.086214038430279291,1
-0.27596346087113666,-0.062196402390836555,-0.071364766568770818,-0.070859880105780357,1
-0.27464140631804684,-0.12169446712946851,-0.12581022677777226,-0.12158787998728164,1
-0.27123622761765559,-0.14667325739845605,-0.15292823968994904,-0.15959274100142318,1
-0.27257137181978591,-0.091504126592501608,-0.088110167591287925,-0.10137185201917082,1
-0.28091134820844321,-0.064870430694823095,-0.070972077097556013,-0.072827067361580247,1
-0.28000068262519745,-0.11657080450504675,-0.11943369774518899,-0.11691674522968837,1
-0.27089963664232858,-0.15244018277572494,-0.15387443432059045,-0.15334710845924485,1
-0.26941676640102696,-0.078074146676955225,-0.073984566326732462,-0.096730636459384386,1
-0.27899090969921653,-0.064301965936493094,-0.072438117790091294,-0.060347021976401106,1
-0.27930132137646252,-0.11818270128689039,-0.12101567532922577,-0.12841319698696754,1
-0.27742202176422026,-0.14421240337884328,-0.15457379556932538,-0.14144674753157327,1
-0.28131525737883561,-0.080374185008356233,-0.080877201521483769,-0.08012922157631272,1
-0.28235120960289756,-0.033365515404218053,-0.040660189819498815,-0.048480320146262246,1
-0.28422115946582516,-0.1043675116995809,-0.10974735745522375,-0.10817285967063868,1
-0.27915920518688003,-0.13648577054522623,-0.144891195179086,-0.13492436240968164,1
-0.27842057499102363,-0.069958564271849225,-0.065326698461377439,-0.074040664822620283,1
-0.28643144020380568,-0.043164052685958937,-0.04829332515996948,-0.056502405058221863,1
-0.2872878772410265,-0.089669705776969588,-0.091709821077423648,-0.1026153686780177,1
-0.27562873984567265,-0.14203204183866963,-0.14425167232596475,-0.13779286549941264,1
-0.26937749745390549,-0.063828868621172388,-0.060771500595285688,-0.060913616784868188,1
-0.28204827772510327,-0.030583030008181709,-0.034167723895414011,-0.043113564039659893,1
-0.28079728126680464,-0.086105581338229487,-0.088826358388789217,-0.088863757386047765,1
-0.27406733171012804,-0.11552363258180727,-0.11927288205697721,-0.1137266107635338,1
-0.27499108694241431,-0.070504589631824099,-0.068643989518211088,-0.071856563382720798,1
-0.27719762778066892,-0.030074403645465389,-0.037810386228397073,-0.026822560833834205,1
-0.28013344906546533,-0.083779363708747487,-0.090688828452265155,-0.096874622598829813,1
-0.26920359211665323,-0.12762594809467501,-0.1334882409149532,-0.13585559744141959,1
-0.27718079823190256,-0.069670591992958372,-0.067177948825675807,-0.083966358695040252,1
-0.28798910843962439,-0.042090701464638468,-0.048345683756131456,-0.045230347284493988,1
-0.2814498937689664,-0.094707350707696675,-0.090711267850620281,-0.1124961837537274,1
-0.27021336504263416,-0.13034859509509766,-0.13563868325731998,-0.12474061545617765,1
-0.27450676992791606,-0.070130599659238568,-0.070697194467705657,-0.071927621477512041,1
-0.27998198312656819,-0.038590155321237905,-0.042934048852818839,-0.052167861275955567,1
-0.27519304152761048,-0.098312614043421176,-0.10277244446650362,-0.099305557420635765,1
-0.25855609759714321,-0.13063282747426266,-0.13993208814260188,-0.13999566643794142,1
-0.27081548889849688,-0.083526920477252256,-0.078928713764313166,-0.093921971765267065,1
-0.28633981266052222,-0.049177811445134258,-0.057011031420938184,-0.04467310222534155,1
-0.27720884747984648,-0.088596354555649112,-0.088687982098932569,-0.10181129023695881,1
-0.26520937920943977,-0.13850905629691393,-0.1450931497642822,-0.14420679352925447,1
-0.27526222967253883,-0.083201549201102842,-0.073584397056065939,-0.083435292933968799,1
-0.28527768113837931,-0.038444299231929546,-0.03396576931021783,-0.047249893136455848,1
-0.28789561094647803,-0.092242756788358027,-0.088497247212913951,-0.10086135570659156,1
-0.28734771563664019,-0.13602202297922017,-0.13426614005793111,-0.13501038010337629,1
-0.27135777435874586,-0.077718856202998968,-0.090058655348458541,-0.093394645903921464,1
-0.26406683984319096,-0.026940367675198647,-0.028655111699503303,-0.021590441117362642,1
-0.26848366141942609,-0.094729790106051801,-0.10530809648063352,-0.1146802851936269,1
-0.26252413120627566,-0.14156829427266357,-0.13952443907248366,-0.13723562044026022,1
-0.22411349107187881,-0.058963259077834645,-0.069519126054061228,-0.05968318977506179,1
-0.22206589597197304,-0.036944599441861577,-0.03736159826129444,-0.05104589135819898,1
-0.2115137688954723,-0.082522757400860111,-0.092689674805597741,-0.077730075902176538,1
-0.17831280907919189,-0.11053834624724215,-0.10926678034045136,-0.12078006164649689,1
-0.1768261989381644,-0.05603491759248995,-0.06211973444645652,-0.072683081222134807,1
-0.18426859939261644,-0.017485901168236451,-0.013435589765135163,-0.025090987260763201,1
-0.14703228777213817,-0.074036924922894431,-0.072739179718022642,-0.086447782163145248,1
-0.14784758591237462,-0.088476677764421738,-0.089714584573679854,-0.090943141633623312,1
-0.14548583923549699,-0.036112471752858769,-0.03482220634743869,-0.034756758102236225,1
-0.13694203831178056,0.0043102344340482327,-0.0031583453184848001,-0.010770911210463262,1
-0.11547688383523408,-0.036529470572291639,-0.041163206332626351,-0.047971693783545925,1
-0.11698032352502791,-0.08212632802991944,-0.089303195603835761,-0.078833346321303857,1
-0.13054119993097923,-0.038816419254652151,-0.034672610358404479,-0.038358281538234874,1
-0.11738610264528321,-2.8049247943914744e-05,-0.0094301571587441374,-0.012446386287646436,1
-0.095748912781347367,-0.047996003131763984,-0.049671478208947156,-0.06232542893137856,1
-0.10234609589775612,-0.077788044347927299,-0.083237078248498464,-0.068589760972186192,1
-0.089131160216446417,-0.021063115256017045,-0.020569448492204146,-0.03154044433800067,1
-0.11430442527117844,0.023847470601916314,0.017411103173719345,0.012566063078873806,1
-0.14537551219358427,-0.045987676978979687,-0.047891285939440038,-0.059277410654806496,1
-0.1232222161674804,-0.088824488438926291,-0.086718924893269753,-0.093486273447204921,1
-0.12865255056942229,-0.027895912055154678,-0.035989055061905542,-0.033234618913813116,1
-0.11667552169737069,0.0030985069228711155,0.0017184839240305101,-0.0066345821136673012,1
-0.14799344200168296,-0.051735902857619281,-0.060008561051211204,-0.066349561036398871,1
-0.13864930253663352,-0.084295469870915518,-0.086591768302590674,-0.075736709348295669,1
-0.14590096810506695,-0.02516578525528031,-0.030884091936113061,-0.023080791158115978,1
-0.15293571948940074,0.001980276904840381,0.0012958752550088612,-0.0028834626886344358,1
-0.12344100030144294,-0.056302320422888602,-0.062970561634088595,-0.068672038766155005,1
-0.14767181062525941,-0.085002310919102167,-0.083222118649595042,-0.083029513813713499,1
-0.17217189372933747,-0.030132372091216147,-0.038479828279325175,-0.030990679078299936,1
-0.17270295949040892,0.00090318578379405476,0.0021223930944228825,-0.022330941263081994,1
-0.16714359854792504,-0.055677757168670766,-0.062757387349714852,-0.063742850927477723,1
-0.1548449382994499,-0.10331285997688971,-0.10026484170031764,-0.10548387176774872,1
-0.14913972126765762,-0.029840659912599432,-0.033950809711314409,-0.02262826329128749,1
-0.18550650620187456,-0.0061652246980724605,-0.005671557934259561,-0.018265670261077283,1
-0.19678230387532827,-0.062028106903173064,-0.071108583437549736,-0.057003551621486473,1
-0.18202652950696621,-0.097089666833066496,-0.098959616695994151,-0.11129941584145371,1
-0.17053568759927579,-0.028655111699503303,-0.028729909694020409,-0.029464799990150975,1
-0.17892802258409507,0.0048375602953938295,0.0036445322828459891,0.013796490088680198,1
-0.20494650497687039,-0.056762328089168805,-0.066650622964330219,-0.065365967408498926,1
-0.1826548326609099,-0.11082631852613301,-0.10934905813442017,-0.11638941936834277,1
-0.16945111667877777,-0.027290048299566119,-0.036119951552310479,-0.042232817654220968,1
-0.20154319622634209,-0.0099836623181707215,-0.016158236765557821,-0.020060822129487826,1
-0.19578562059838783,-0.063535286492692758,-0.064642296811545916,-0.082296493467445858,1
-0.17416339033335543,-0.10719861579205336,-0.11174259395896756,-0.10853936984377249,1
-0.18684539030373076,-0.043977480876332464,-0.039624237595436894,-0.044947984855191914,1
-0.20579920211436542,5.7968445750757138e-05,-0.0054135048531755454,-0.017955258583831291,1
-0.2096064200352861,-0.076557617338120901,-0.081138994502293643,-0.082348852063607841,1
-0.18490625229587479,-0.10366067065139425,-0.10988386379521747,-0.10797090508544249,1
-0.19379973384395868,-0.036972648689805487,-0.031452556694443065,-0.045636126404749289,1
-0.20768598152605941,-0.015369117923402353,-0.015888963985296239,-0.0080183450122337623,1
-0.23546595668971257,-0.068838464303955571,-0.067522019600454494,-0.060863128138569138,1
-0.23190370220083539,-0.121010065479637,-0.13000078442059312,-0.13751611291969937,1
-0.21242443447871806,-0.051049631257924832,-0.051483459626124051,-0.067252746820192916,1
-0.1987307916324989,-0.011161730731815141,-0.014198529309209644,-0.0083661556867383052,1
-0.20996171050924237,-0.067952108068927861,-0.070218487302796173,-0.064932139040299708,1
-0.19115188483805312,-0.10087444535563206,-0.10405710002233493,-0.11055143589628265,1
-0.19611099187453726,-0.050948653965326739,-0.050152055323719566,-0.055670277369219055,1
-0.21992293342905794,-0.012104185462730677,-0.018922022662964888,-0.014626747827820075,1
-0.23278818848600016,-0.067103150831158712,-0.066239233994486127,-0.064389853580050685,1
-0.19515170759485537,-0.10988386379521747,-0.10731081278382903,-0.10530061668118181,1
-0.22245671549332491,-0.059397087446033864,-0.063944805512673911,-0.05543092378676432,1
-0.2409729590360345,-0.023114450255648678,-0.027703307219273131,-0.039654156793243737,1
-0.23538741879546962,-0.079355062333060666,-0.078726759179116979,-0.084398317113376545,1
-0.22818250197360937,-0.12147007314591719,-0.12452183132221512,-0.11798261665155713,1
-0.24209492895379109,-0.063129507372437457,-0.06956587480063442,-0.061261427459372728,1
-0.26983750512018567,-0.018929502462416599,-0.024726347037492311,-0.037507454350602799,1
-0.26271486609229427,-0.092732683652445067,-0.094120186450737386,-0.095868589572574742,1
-0.26163216512165915,-0.11336197054026291,-0.11278976588220704,-0.11994980390735702,1
-0.26555158003435553,-0.054307083919144801,-0.061424113097447434,-0.05628736082398518,1
-0.279030178646338,-0.023615596818913287,-0.025792218459361072,-0.030435303969010424,1
-0.33816547311156203,-0.086539409706428691,-0.093050575129142776,-0.088112037541150851,1
-0.3759235007437971,-0.15254863986777473,-0.15692806244675128,-0.16399086307902902,1
-0.37695197316840734,-0.091522826091130882,-0.087887643557599537,-0.090660779204321237,1
-0.41916422137413611,-0.058482681963062243,-0.066299072390099814,-0.066364520635302279,1
-0.48953791451555523,-0.13063282747426266,-0.13029623649893571,-0.13206333911940232,1
-0.51566485400038042,-0.18308118122965739,-0.17775556402003945,-0.1855289456002297,1
-0.49924482425401268,-0.12995029577429409,-0.13582941814333863,-0.13937297313358651,1
-0.55632317387001629,-0.093465703998712707,-0.096165911600780238,-0.099324256919265039,1
-0.61045074260232002,-0.1761025283412114,-0.18541861855831696,-0.17309751891148667,1
-0.59716100892649315,-0.22686044742051953,-0.23306494106571346,-0.24841161959076069,1
-0.58115610804969542,-0.16102138269669991,-0.15668309901470776,-0.17452803055662633,1
-0.57770231065286803,-0.13811262692597329,-0.13803034913200446,-0.14710521581679234,1
-0.58544764298511442,-0.18500722958847288,-0.19323500898535453,-0.20010333483188777,1
-0.56228457403302956,-0.23617279773789923,-0.23918341701721274,-0.23476846539084056,1
-0.55728619804942403,-0.17252157435370497,-0.17401379434432121,-0.16707815030272258,1
-0.55511892615829084,-0.1212606387612693,-0.12813457445739135,-0.13541802917349452,1
-0.53529184776166894,-0.18721377042672749,-0.18727360882234118,-0.18712962268289576,1
-0.5113359200677029,-0.2292465034456152,-0.22960553381929732,-0.2387477186991506,1
-0.49099647540863883,-0.15395297221483339,-0.16057633462932314,-0.17661489460365359,1
-0.49683445888069894,-0.124473212625779,-0.12251350516943083,-0.12151682189249038,1
-0.48671990007212329,-0.16111301023998337,-0.16869378698429205,-0.1695894929686344,1
-0.45671281462172331,-0.21912259488772493,-0.2201435875128834,-0.22541497617647646,1
-0.44667679370739061,-0.14188057589977249,-0.14678732434009464,-0.14913037151834299,1
-0.45218192610384961,-0.097085926933340644,-0.099154091481738621,-0.09787317582563318,1
-0.44260591285579709,-0.15543958235586089,-0.15328540011376823,-0.16450322934147119,1
-0.41174987016762798,-0.17841004647206413,-0.1758519550595791,-0.17677010044227656,1
-0.39916697753998781,-0.13280383926512168,-0.13900459301058976,-0.12916678678172741,1
-0.38997243406397253,-0.083562449524647878,-0.08843927876716319,-0.087087305016266506,1
-0.37775231170974038,-0.13626137656167489,-0.13423435091026134,-0.13848100704897001,1
-0.36272352466139085,-0.17564252067493119,-0.17878403644464966,-0.17383801905720603,1
-0.35662187825865793,-0.10881238252375994,-0.11168836541294266,-0.10541094372309454,1
-0.36240750313455605,-0.080065643280973181,-0.07879407737418237,-0.086189729082061226,1
-0.35335507584812331,-0.11652966560806234,-0.11869880744905842,-0.11969175082627299,1
-0.34550315637369011,-0.16909021635523272,-0.17158472947237821,-0.17439152421663259,1
-0.32445313076671356,-0.098699693665047203,-0.11189031999813884,-0.12111104277223508,1
-0.34016818941475752,-0.048422351700511485,-0.059776687268208173,-0.049441474375807058,1
-0.34753579187469247,-0.12354945739349274,-0.12296229313653345,-0.13751237301997349,1
-0.32767131448081205,-0.16063804297479975,-0.16383939714013188,-0.16099146349889307,1
-0.31417962621978907,-0.092648535908613328,-0.098767011860112594,-0.10407205962123835,1
-0.31810652093193714,-0.05941017709507436,-0.064058872454312493,-0.063327722057907779,1
-0.32480842124066983,-0.10950239402318024,-0.10764366385943015,-0.12423198909346134,1
-0.30460361297173655,-0.15013266464487221,-0.154325092237556,-0.15572194478516296,1
-0.29970247438100317,-0.091807058470295883,-0.092730813702582141,-0.09735145981387637,1
-0.3166703994372087,-0.053800327506291407,-0.048654225483514515,-0.057216725905860223,1
-0.30944678311671919,-0.10893392926485022,-0.11121152819789611,-0.11991614480982432,2
-0.29799334020628732,-0.13745814447394861,-0.14593275725273672,-0.15080771654538908,2
-0.30204365160938862,-0.098781971459016016,-0.10092119410220525,-0.11407629138790126,2
-0.29959962713854216,-0.052947630368796399,-0.056994201872171836,-0.048869269717751199,2
-0.29710324407153377,-0.093734976778974299,-0.10195527637640424,-0.090367197075841593,2
-0.28719063984815429,-0.14684903268557126,-0.14456395395307367,-0.15503006333587971,2
-0.27938733907015723,-0.079177417096082545,-0.081739248408293427,-0.075689960601722478,2
-0.28548337562330134,-0.051369392684485461,-0.060778980394737399,-0.050896295369164769,2
-0.28009605006820676,-0.097329020415521231,-0.090847774190614003,-0.10319505313552527,2
-0.27688908605328588,-0.13721505099176801,-0.13901394275990439,-0.1336041778064547,2
-0.26859585841120176,-0.070512069431275817,-0.078698709931173061,-0.079740272004823767,2
-0.28940466048586061,-0.034730578804155234,-0.043822275037709468,-0.043461374714164433,2
-0.28117501113911603,-0.090858993889791573,-0.090170852340234198,-0.1035279042111264,2
-0.27971084039644367,-0.14099234971488186,-0.14078291533023396,-0.15809678111108105,2
-0.27638793949002127,-0.083758794260255287,-0.081683149912405592,-0.079684173508935932,2
-0.2898702780017296,-0.045445391518730671,-0.048130639521894773,-0.048970247010349285,2
-0.2892214053992937,-0.08859261465592326,-0.09094875148321209,-0.10189730793065348,2
-0.28320577669025548,-0.15041315712431136,-0.14982599286735207,-0.14841044082111585,2
-0.27240307633212241,-0.074457663642053154,-0.074794254617380124,-0.088749690444409182,2
